,Chemical,Concentration_ng_L_Error,Concentration_ng_L_Value,Day,Mass_Load_g_d_Error,Mass_Load_g_d_Value,Month,OBJECTID,Population_Normalized_Mass_Lo_1,Population_Normalized_Mass_Load,Sample_Date,Site
149,Oxycodone,1.58,29.51,(3) Wed,0.01,0.18,(09) September,493,0,33.66,2018-09-12 03:00:00,TP04
150,Oxycodone,1.51,40.14,(4) Thu,0.01,0.24,(09) September,494,0,44.01,2018-09-13 03:00:00,TP04
151,Oxycodone,4.7,29.17,(5) Fri,0.03,0.17,(09) September,495,0,31.07,2018-09-14 03:00:00,TP04
152,Oxycodone,5.4,19.06,(6) Sat,0.03,0.1,(09) September,496,0,17.53,2018-09-15 03:00:00,TP04
153,Oxycodone,1.42,15.08,(7) Sun,0.01,0.08,(09) September,497,0,14.97,2018-09-16 03:00:00,TP04
154,Noroxycodone,3.12,42.62,(1) Mon,0.02,0.25,(09) September,498,0,46.26,2018-09-10 03:00:00,TP04
155,Noroxycodone,0.21,39.68,(2) Tue,0.0,0.25,(09) September,499,0,45.65,2018-09-11 03:00:00,TP04
156,Noroxycodone,1.01,34.54,(3) Wed,0.01,0.21,(09) September,500,0,39.39,2018-09-12 03:00:00,TP04
157,Noroxycodone,3.07,45.84,(4) Thu,0.02,0.27,(09) September,501,0,50.27,2018-09-13 03:00:00,TP04
158,Noroxycodone,4.01,32.85,(5) Fri,0.02,0.19,(09) September,502,0,34.99,2018-09-14 03:00:00,TP04
159,Noroxycodone,6.81,22.03,(6) Sat,0.03,0.11,(09) September,503,0,20.26,2018-09-15 03:00:00,TP04
160,Noroxycodone,2.42,17.64,(7) Sun,0.01,0.1,(09) September,504,0,17.51,2018-09-16 03:00:00,TP04
161,Codeine,2.62,39.23,(1) Mon,0.02,0.23,(09) September,505,0,42.58,2018-09-10 03:00:00,TP04
162,Codeine,5.19,45.9,(2) Tue,0.03,0.29,(09) September,506,0,52.8,2018-09-11 03:00:00,TP04
163,Codeine,0.95,60.67,(3) Wed,0.01,0.38,(09) September,507,0,69.19,2018-09-12 03:00:00,TP04
164,Codeine,5.43,44.57,(4) Thu,0.03,0.27,(09) September,508,0,48.87,2018-09-13 03:00:00,TP04
165,Codeine,0.46,25.95,(5) Fri,0.0,0.15,(09) September,509,0,27.64,2018-09-14 03:00:00,TP04
166,Codeine,3.03,23.38,(6) Sat,0.02,0.12,(09) September,510,0,21.5,2018-09-15 03:00:00,TP04
167,Codeine,1.14,19.21,(7) Sun,0.01,0.1,(09) September,511,0,19.07,2018-09-16 03:00:00,TP04
168,Fentanyl,-9999.99,-9999.99,(1) Mon,-9999.99,-9999.99,(09) September,512,-10000,-9999.99,2018-09-10 03:00:00,TP04
169,Fentanyl,-9999.99,-9999.99,(2) Tue,-9999.99,-9999.99,(09) September,513,-10000,-9999.99,2018-09-11 03:00:00,TP04
170,Fentanyl,0.11,1.69,(3) Wed,0.0,0.01,(09) September,514,0,1.93,2018-09-12 03:00:00,TP04
171,Fentanyl,0.16,1.9,(4) Thu,0.0,0.01,(09) September,515,0,2.08,2018-09-13 03:00:00,TP04
172,Fentanyl,-9999.99,-9999.99,(5) Fri,-9999.99,-9999.99,(09) September,516,-10000,-9999.99,2018-09-14 03:00:00,TP04
173,Fentanyl,-9999.99,-9999.99,(6) Sat,-9999.99,-9999.99,(09) September,517,-10000,-9999.99,2018-09-15 03:00:00,TP04
174,Fentanyl,-9999.99,-9999.99,(7) Sun,-9999.99,-9999.99,(09) September,518,-10000,-9999.99,2018-09-16 03:00:00,TP04
175,Norfentanyl,0.12,3.45,(1) Mon,0.0,0.02,(09) September,519,0,3.74,2018-09-10 03:00:00,TP04
176,Norfentanyl,1.13,5.23,(2) Tue,0.01,0.03,(09) September,520,0,6.02,2018-09-11 03:00:00,TP04
177,Norfentanyl,3.05,8.84,(3) Wed,0.02,0.05,(09) September,521,0,10.08,2018-09-12 03:00:00,TP04
178,Norfentanyl,5.11,10.09,(4) Thu,0.03,0.06,(09) September,522,0,11.07,2018-09-13 03:00:00,TP04
179,Norfentanyl,0.02,7.35,(5) Fri,0.0,0.04,(09) September,523,0,7.83,2018-09-14 03:00:00,TP04
180,Norfentanyl,2.4,4.97,(6) Sat,0.01,0.02,(09) September,524,0,4.57,2018-09-15 03:00:00,TP04
181,Norfentanyl,1.12,3.68,(7) Sun,0.01,0.02,(09) September,525,0,3.65,2018-09-16 03:00:00,TP04
182,Heroin,-9999.99,-9999.99,(1) Mon,-9999.99,-9999.99,(09) September,526,-10000,-9999.99,2018-09-10 03:00:00,TP04
183,Heroin,-9999.99,-9999.99,(2) Tue,-9999.99,-9999.99,(09) September,527,-10000,-9999.99,2018-09-11 03:00:00,TP04
184,Heroin,-9999.99,-9999.99,(3) Wed,-9999.99,-9999.99,(09) September,528,-10000,-9999.99,2018-09-12 03:00:00,TP04
185,Heroin,-9999.99,-9999.99,(4) Thu,-9999.99,-9999.99,(09) September,529,-10000,-9999.99,2018-09-13 03:00:00,TP04
186,Heroin,-9999.99,-9999.99,(5) Fri,-9999.99,-9999.99,(09) September,530,-10000,-9999.99,2018-09-14 03:00:00,TP04
187,Heroin,-9999.99,-9999.99,(6) Sat,-9999.99,-9999.99,(09) September,531,-10000,-9999.99,2018-09-15 03:00:00,TP04
188,Heroin,-9999.99,-9999.99,(7) Sun,-9999.99,-9999.99,(09) September,532,-10000,-9999.99,2018-09-16 03:00:00,TP04
189,6-Acetylmorphine,0.81,11.68,(1) Mon,0.0,0.07,(09) September,533,0,12.67,2018-09-10 03:00:00,TP04
190,6-Acetylmorphine,0.27,13.09,(2) Tue,0.0,0.08,(09) September,534,0,15.06,2018-09-11 03:00:00,TP04
191,6-Acetylmorphine,0.19,12.89,(3) Wed,0.0,0.08,(09) September,535,0,14.7,2018-09-12 03:00:00,TP04
192,6-Acetylmorphine,0.31,13.99,(4) Thu,0.0,0.08,(09) September,536,0,15.34,2018-09-13 03:00:00,TP04
193,6-Acetylmorphine,0.22,12.74,(5) Fri,0.0,0.07,(09) September,537,0,13.57,2018-09-14 03:00:00,TP04
194,6-Acetylmorphine,0.45,12.97,(6) Sat,0.0,0.07,(09) September,538,0,11.93,2018-09-15 03:00:00,TP04
195,6-Acetylmorphine,0.08,13.34,(7) Sun,0.0,0.07,(09) September,539,0,13.24,2018-09-16 03:00:00,TP04
196,Oxycodone,0.12,33.64,(1) Mon,0.0,0.24,(10) October,540,0,43.19,2018-10-01 03:00:00,TP04
197,Oxycodone,0.44,45.51,(2) Tue,0.0,0.39,(10) October,541,0,71.4,2018-10-02 03:00:00,TP04
198,Oxycodone,4.36,95.64,(3) Wed,0.03,0.76,(10) October,542,0,139.46,2018-10-03 03:00:00,TP04
199,Oxycodone,0.0,44.73,(4) Thu,0.0,0.34,(10) October,543,0,61.49,2018-10-04 03:00:00,TP04
200,Oxycodone,1.78,50.47,(5) Fri,0.01,0.4,(10) October,544,0,73.59,2018-10-05 03:00:00,TP04
201,Oxycodone,0.31,26.44,(6) Sat,0.0,0.2,(10) October,545,0,36.38,2018-10-06 03:00:00,TP04
202,Oxycodone,0.54,24.8,(7) Sun,0.0,0.21,(10) October,546,0,37.79,2018-10-07 03:00:00,TP04
203,Noroxycodone,4.55,43.45,(1) Mon,0.03,0.3,(10) October,547,0,55.79,2018-10-01 03:00:00,TP04
204,Noroxycodone,4.35,67.04,(2) Tue,0.04,0.57,(10) October,548,0,105.18,2018-10-02 03:00:00,TP04
205,Noroxycodone,5.67,98.2,(3) Wed,0.05,0.78,(10) October,549,0,143.18,2018-10-03 03:00:00,TP04
206,Noroxycodone,0.68,56.47,(4) Thu,0.01,0.42,(10) October,550,0,77.61,2018-10-04 03:00:00,TP04
207,Noroxycodone,1.2,54.6,(5) Fri,0.01,0.43,(10) October,551,0,79.62,2018-10-05 03:00:00,TP04
208,Noroxycodone,0.12,33.15,(6) Sat,0.0,0.25,(10) October,552,0,45.62,2018-10-06 03:00:00,TP04
209,Noroxycodone,0.73,36.62,(7) Sun,0.01,0.3,(10) October,553,0,55.81,2018-10-07 03:00:00,TP04
210,Codeine,1.12,47.08,(1) Mon,0.01,0.33,(10) October,554,0,60.45,2018-10-01 03:00:00,TP04
211,Codeine,3.04,49.72,(2) Tue,0.03,0.43,(10) October,555,0,78.01,2018-10-02 03:00:00,TP04
212,Codeine,0.57,23.37,(3) Wed,0.0,0.19,(10) October,556,0,34.07,2018-10-03 03:00:00,TP04
