,Chemical,Concentration_ng_L_Error,Concentration_ng_L_Value,Day,Mass_Load_g_d_Error,Mass_Load_g_d_Value,Month,OBJECTID,Population_Normalized_Mass_Lo_1,Population_Normalized_Mass_Load,Sample_Date,Site
26,Fentanyl,-9999.99,-9999.99,(6) Sat,-9999.99,-9999.99,(05) May,713,-10000,-9999.99,1526713200000,TP05
27,Fentanyl,-9999.99,-9999.99,(7) Sun,-9999.99,-9999.99,(05) May,714,-10000,-9999.99,1526799600000,TP05
28,Norfentanyl,1.71,15.4,(1) Mon,0.0,0.01,(05) May,715,0,4.0,1526281200000,TP05
29,Norfentanyl,0.03,6.9,(2) Tue,0.0,0.0,(05) May,716,0,2.0,1526367600000,TP05
30,Norfentanyl,0.04,15.39,(3) Wed,0.0,0.01,(05) May,717,0,4.0,1526454000000,TP05
31,Norfentanyl,-9999.99,-9999.99,(4) Thu,-9999.99,-9999.99,(05) May,718,-10000,-9999.99,1526540400000,TP05
32,Norfentanyl,0.48,7.04,(5) Fri,0.0,0.0,(05) May,719,0,2.0,1526626800000,TP05
33,Norfentanyl,0.16,7.34,(6) Sat,0.0,0.0,(05) May,720,0,1.0,1526713200000,TP05
34,Norfentanyl,0.43,4.48,(7) Sun,0.0,0.0,(05) May,721,0,0.0,1526799600000,TP05
35,Heroin,-9999.99,-9999.99,(1) Mon,-9999.99,-9999.99,(05) May,722,-10000,-9999.99,1526281200000,TP05
36,Heroin,-9999.99,-9999.99,(2) Tue,-9999.99,-9999.99,(05) May,723,-10000,-9999.99,1526367600000,TP05
37,Heroin,-9999.99,-9999.99,(3) Wed,-9999.99,-9999.99,(05) May,724,-10000,-9999.99,1526454000000,TP05
38,Heroin,-9999.99,-9999.99,(4) Thu,-9999.99,-9999.99,(05) May,725,-10000,-9999.99,1526540400000,TP05
39,Heroin,-9999.99,-9999.99,(5) Fri,-9999.99,-9999.99,(05) May,726,-10000,-9999.99,1526626800000,TP05
40,Heroin,0.51,9.99,(6) Sat,0.0,0.0,(05) May,727,0,1.25,1526713200000,TP05
41,Heroin,0.04,8.72,(7) Sun,0.0,0.0,(05) May,728,0,0.94,1526799600000,TP05
42,6-Acetylmorphine,1.23,26.98,(1) Mon,0.0,0.02,(05) May,729,0,6.0,1526281200000,TP05
43,6-Acetylmorphine,0.1,4.1,(2) Tue,0.0,0.0,(05) May,730,0,1.0,1526367600000,TP05
44,6-Acetylmorphine,0.28,6.73,(3) Wed,0.0,0.0,(05) May,731,0,2.0,1526454000000,TP05
45,6-Acetylmorphine,0.45,4.3,(4) Thu,0.0,0.0,(05) May,732,0,1.0,1526540400000,TP05
46,6-Acetylmorphine,0.18,7.14,(5) Fri,0.0,0.0,(05) May,733,0,2.0,1526626800000,TP05
47,6-Acetylmorphine,2.14,53.13,(6) Sat,0.0,0.02,(05) May,734,0,7.0,1526713200000,TP05
48,6-Acetylmorphine,1.47,31.73,(7) Sun,0.0,0.01,(05) May,735,0,3.0,1526799600000,TP05
49,Oxycodone,2.45,101.73,(1) Mon,0.0,0.07,(07) July,736,0,24.69,1532329200000,TP05
50,Oxycodone,4.06,72.11,(2) Tue,0.0,0.05,(07) July,737,0,17.14,1532415600000,TP05
51,Oxycodone,1.58,105.7,(3) Wed,0.0,0.07,(07) July,738,0,25.95,1532502000000,TP05
52,Oxycodone,1.35,85.46,(4) Thu,0.0,0.06,(07) July,739,0,21.34,1532588400000,TP05
53,Oxycodone,11.08,125.92,(5) Fri,0.01,0.08,(07) July,740,0,29.14,1532674800000,TP05
54,Oxycodone,2.56,79.28,(6) Sat,0.0,0.03,(07) July,741,0,12.3,1532761200000,TP05
55,Oxycodone,0.18,59.24,(7) Sun,0.0,0.02,(07) July,742,0,8.05,1532847600000,TP05
56,Noroxycodone,4.96,160.4,(1) Mon,0.0,0.11,(07) July,743,0,38.93,1532934000000,TP05
57,Noroxycodone,10.72,109.02,(2) Tue,0.01,0.07,(07) July,744,0,25.91,1532329200000,TP05
58,Noroxycodone,2.7,115.34,(3) Wed,0.0,0.08,(07) July,745,0,28.32,1532415600000,TP05
59,Noroxycodone,3.79,106.6,(4) Thu,0.0,0.07,(07) July,746,0,26.62,1532502000000,TP05
60,Noroxycodone,24.09,149.28,(5) Fri,0.02,0.1,(07) July,747,0,34.55,1532588400000,TP05
61,Noroxycodone,5.19,88.77,(6) Sat,0.0,0.04,(07) July,748,0,13.78,1532674800000,TP05
62,Noroxycodone,1.25,104.99,(7) Sun,0.0,0.04,(07) July,749,0,14.26,1532761200000,TP05
63,Codeine,22.83,149.44,(1) Mon,0.02,0.1,(07) July,750,0,36.27,1532847600000,TP05
64,Codeine,16.04,288.38,(2) Tue,0.01,0.19,(07) July,751,0,68.53,1532934000000,TP05
65,Codeine,2.78,229.59,(3) Wed,0.0,0.16,(07) July,752,0,56.37,1532329200000,TP05
66,Codeine,3.06,123.22,(4) Thu,0.0,0.09,(07) July,753,0,30.77,1532415600000,TP05
67,Codeine,22.45,223.2,(5) Fri,0.01,0.15,(07) July,754,0,51.65,1532502000000,TP05
68,Codeine,13.7,84.66,(6) Sat,0.01,0.04,(07) July,755,0,13.14,1532588400000,TP05
69,Codeine,12.04,73.08,(7) Sun,0.0,0.03,(07) July,756,0,9.93,1532674800000,TP05
70,Fentanyl,-9999.99,-9999.99,(1) Mon,-9999.99,-9999.99,(07) July,757,-10000,-9999.99,1532761200000,TP05
71,Fentanyl,-9999.99,-9999.99,(2) Tue,-9999.99,-9999.99,(07) July,758,-10000,-9999.99,1532847600000,TP05
72,Fentanyl,-9999.99,-9999.99,(3) Wed,-9999.99,-9999.99,(07) July,759,-10000,-9999.99,1532934000000,TP05
73,Fentanyl,-9999.99,-9999.99,(4) Thu,-9999.99,-9999.99,(07) July,760,-10000,-9999.99,1532329200000,TP05
74,Fentanyl,-9999.99,-9999.99,(5) Fri,-9999.99,-9999.99,(07) July,761,-10000,-9999.99,1532415600000,TP05
75,Fentanyl,-9999.99,-9999.99,(6) Sat,-9999.99,-9999.99,(07) July,762,-10000,-9999.99,1532502000000,TP05
76,Fentanyl,-9999.99,-9999.99,(7) Sun,-9999.99,-9999.99,(07) July,763,-10000,-9999.99,1532588400000,TP05
77,Norfentanyl,0.59,3.12,(1) Mon,0.0,0.0,(07) July,764,0,0.76,1532674800000,TP05
78,Norfentanyl,0.19,2.35,(2) Tue,0.0,0.0,(07) July,765,0,0.56,1532761200000,TP05
79,Norfentanyl,0.03,3.14,(3) Wed,0.0,0.0,(07) July,766,0,0.77,1532847600000,TP05
80,Norfentanyl,1.0,3.35,(4) Thu,0.0,0.0,(07) July,767,0,0.84,1532934000000,TP05
81,Norfentanyl,0.43,2.96,(5) Fri,0.0,0.0,(07) July,768,0,0.69,1532329200000,TP05
82,Norfentanyl,1.34,15.87,(6) Sat,0.0,0.01,(07) July,769,0,2.46,1532415600000,TP05
83,Norfentanyl,0.02,1.57,(7) Sun,0.0,0.0,(07) July,770,0,0.21,1532502000000,TP05
84,Heroin,-9999.99,-9999.99,(1) Mon,-9999.99,-9999.99,(07) July,771,-10000,-9999.99,1532588400000,TP05
85,Heroin,-9999.99,-9999.99,(2) Tue,-9999.99,-9999.99,(07) July,772,-10000,-9999.99,1532674800000,TP05
86,Heroin,-9999.99,-9999.99,(3) Wed,-9999.99,-9999.99,(07) July,773,-10000,-9999.99,1532761200000,TP05
87,Heroin,-9999.99,-9999.99,(4) Thu,-9999.99,-9999.99,(07) July,774,-10000,-9999.99,1532847600000,TP05
88,Heroin,-9999.99,-9999.99,(5) Fri,-9999.99,-9999.99,(07) July,775,-10000,-9999.99,1532934000000,TP05
89,Heroin,-9999.99,-9999.99,(6) Sat,-9999.99,-9999.99,(07) July,776,-10000,-9999.99,1532329200000,TP05
90,Heroin,-9999.99,-9999.99,(7) Sun,-9999.99,-9999.99,(07) July,777,-10000,-9999.99,1532415600000,TP05
91,6-Acetylmorphine,-9999.99,-9999.99,(1) Mon,-9999.99,-9999.99,(07) July,778,-10000,-9999.99,1532502000000,TP05
92,6-Acetylmorphine,-9999.99,-9999.99,(2) Tue,-9999.99,-9999.99,(07) July,779,-10000,-9999.99,1532588400000,TP05
93,6-Acetylmorphine,1.5,17.1,(3) Wed,0.0,0.01,(07) July,780,0,4.2,1532674800000,TP05
94,6-Acetylmorphine,0.69,13.48,(4) Thu,0.0,0.01,(07) July,781,0,3.37,1532761200000,TP05
95,6-Acetylmorphine,3.26,22.38,(5) Fri,0.0,0.01,(07) July,782,0,5.18,1532847600000,TP05
96,6-Acetylmorphine,0.93,14.11,(6) Sat,0.0,0.01,(07) July,783,0,2.19,1532934000000,TP05
97,6-Acetylmorphine,-9999.99,-9999.99,(7) Sun,-9999.99,-9999.99,(07) July,784,-10000,-9999.99,1532329200000,TP05
98,Oxycodone,6.88,138.01,(1) Mon,0.01,0.1,(08) August,785,0,36.87,1534748400000,TP05
99,Oxycodone,5.17,96.38,(2) Tue,0.0,0.07,(08) August,786,0,26.38,1534834800000,TP05
100,Oxycodone,3.62,83.21,(3) Wed,0.0,0.07,(08) August,787,0,24.42,1534921200000,TP05
101,Oxycodone,1.56,25.81,(4) Thu,0.0,0.02,(08) August,788,0,7.63,1535007600000,TP05
102,Oxycodone,0.95,58.7,(5) Fri,0.0,0.04,(08) August,789,0,15.76,1535094000000,TP05
103,Oxycodone,0.37,140.2,(6) Sat,0.0,0.06,(08) August,790,0,21.72,1535180400000,TP05
104,Oxycodone,1.08,61.31,(7) Sun,0.0,0.03,(08) August,791,0,9.08,1535353200000,TP05
105,Noroxycodone,0.12,155.53,(1) Mon,0.0,0.12,(08) August,792,0,41.55,1534748400000,TP05
106,Noroxycodone,1.89,133.42,(2) Tue,0.0,0.1,(08) August,793,0,36.52,1534834800000,TP05
107,Noroxycodone,8.72,115.81,(3) Wed,0.01,0.1,(08) August,794,0,33.99,1534921200000,TP05
108,Noroxycodone,1.9,30.31,(4) Thu,0.0,0.03,(08) August,795,0,8.96,1535007600000,TP05
109,Noroxycodone,7.3,104.96,(5) Fri,0.01,0.08,(08) August,796,0,28.18,1535094000000,TP05
110,Noroxycodone,6.76,263.24,(6) Sat,0.0,0.11,(08) August,797,0,40.78,1535180400000,TP05
111,Noroxycodone,14.51,146.52,(7) Sun,0.01,0.06,(08) August,798,0,21.71,1535353200000,TP05
112,Codeine,14.06,120.65,(1) Mon,0.01,0.09,(08) August,799,0,32.24,1534748400000,TP05
113,Codeine,6.41,80.15,(2) Tue,0.0,0.06,(08) August,800,0,21.94,1534834800000,TP05
114,Codeine,1.5,113.68,(3) Wed,0.0,0.09,(08) August,801,0,33.36,1534921200000,TP05
115,Codeine,6.41,40.57,(4) Thu,0.01,0.03,(08) August,802,0,12.0,1535007600000,TP05
116,Codeine,36.83,135.34,(5) Fri,0.03,0.1,(08) August,803,0,36.34,1535094000000,TP05
117,Codeine,1.09,64.29,(6) Sat,0.0,0.03,(08) August,804,0,9.96,1535180400000,TP05
118,Codeine,6.85,95.97,(7) Sun,0.0,0.04,(08) August,805,0,14.22,1535353200000,TP05
119,Fentanyl,-9999.99,-9999.99,(1) Mon,-9999.99,-9999.99,(08) August,806,-10000,-9999.99,1534748400000,TP05
120,Fentanyl,-9999.99,-9999.99,(2) Tue,-9999.99,-9999.99,(08) August,807,-10000,-9999.99,1534834800000,TP05
121,Fentanyl,-9999.99,-9999.99,(3) Wed,-9999.99,-9999.99,(08) August,808,-10000,-9999.99,1534921200000,TP05
122,Fentanyl,-9999.99,-9999.99,(4) Thu,-9999.99,-9999.99,(08) August,809,-10000,-9999.99,1535007600000,TP05
123,Fentanyl,0.07,3.46,(5) Fri,0.0,0.0,(08) August,810,0,0.93,1535094000000,TP05
124,Fentanyl,0.0,2.42,(6) Sat,0.0,0.0,(08) August,811,0,0.38,1535180400000,TP05
125,Fentanyl,0.18,2.59,(7) Sun,0.0,0.0,(08) August,812,0,0.38,1535353200000,TP05
126,Norfentanyl,0.98,6.63,(1) Mon,0.0,0.0,(08) August,813,0,1.77,1534748400000,TP05
127,Norfentanyl,0.98,6.53,(2) Tue,0.0,0.01,(08) August,814,0,1.79,1534834800000,TP05
128,Norfentanyl,1.53,7.17,(3) Wed,0.0,0.01,(08) August,815,0,2.1,1534921200000,TP05
129,Norfentanyl,-9999.99,-9999.99,(4) Thu,-9999.99,-9999.99,(08) August,816,-10000,-9999.99,1535007600000,TP05
130,Norfentanyl,0.93,6.9,(5) Fri,0.0,0.01,(08) August,817,0,1.85,1535094000000,TP05
131,Norfentanyl,0.37,3.74,(6) Sat,0.0,0.0,(08) August,818,0,0.58,1535180400000,TP05
132,Norfentanyl,0.22,4.68,(7) Sun,0.0,0.0,(08) August,819,0,0.69,1535353200000,TP05
133,Heroin,-9999.99,-9999.99,(1) Mon,-9999.99,-9999.99,(08) August,820,-10000,-9999.99,1534748400000,TP05
134,Heroin,-9999.99,-9999.99,(2) Tue,-9999.99,-9999.99,(08) August,821,-10000,-9999.99,1534834800000,TP05
135,Heroin,-9999.99,-9999.99,(3) Wed,-9999.99,-9999.99,(08) August,822,-10000,-9999.99,1534921200000,TP05
136,Heroin,-9999.99,-9999.99,(4) Thu,-9999.99,-9999.99,(08) August,823,-10000,-9999.99,1535007600000,TP05
137,Heroin,-9999.99,-9999.99,(5) Fri,-9999.99,-9999.99,(08) August,824,-10000,-9999.99,1535094000000,TP05
138,Heroin,-9999.99,-9999.99,(6) Sat,-9999.99,-9999.99,(08) August,825,-10000,-9999.99,1535180400000,TP05
139,Heroin,-9999.99,-9999.99,(7) Sun,-9999.99,-9999.99,(08) August,826,-10000,-9999.99,1535353200000,TP05
140,6-Acetylmorphine,-9999.99,-9999.99,(1) Mon,-9999.99,-9999.99,(08) August,827,-10000,-9999.99,1534748400000,TP05
141,6-Acetylmorphine,0.35,5.04,(2) Tue,0.0,0.0,(08) August,828,0,1.38,1534834800000,TP05
142,6-Acetylmorphine,1.01,8.32,(3) Wed,0.0,0.01,(08) August,829,0,2.44,1534921200000,TP05
143,6-Acetylmorphine,-9999.99,-9999.99,(4) Thu,-9999.99,-9999.99,(08) August,830,-10000,-9999.99,1535007600000,TP05
144,6-Acetylmorphine,0.18,10.24,(5) Fri,0.0,0.01,(08) August,831,0,2.75,1535094000000,TP05
145,6-Acetylmorphine,-9999.99,-9999.99,(6) Sat,-9999.99,-9999.99,(08) August,832,-10000,-9999.99,1535180400000,TP05
146,6-Acetylmorphine,0.63,8.09,(7) Sun,0.0,0.0,(08) August,833,0,1.2,1535353200000,TP05
147,Oxycodone,0.12,124.0,(1) Mon,0.0,0.09,(09) September,834,0,33.14,1536562800000,TP05
148,Oxycodone,0.24,85.74,(2) Tue,0.0,0.06,(09) September,835,0,21.16,1536649200000,TP05
149,Oxycodone,6.31,71.95,(3) Wed,0.0,0.05,(09) September,836,0,19.06,1536735600000,TP05
150,Oxycodone,1.42,103.28,(4) Thu,0.0,0.08,(09) September,837,0,27.8,1536822000000,TP05
151,Oxycodone,1.62,104.33,(5) Fri,0.0,0.07,(09) September,838,0,25.65,1536908400000,TP05
152,Oxycodone,1.41,54.39,(6) Sat,0.0,0.02,(09) September,839,0,8.72,1536994800000,TP05
153,Oxycodone,17.06,58.23,(7) Sun,0.01,0.02,(09) September,840,0,8.68,1537081200000,TP05
154,Noroxycodone,9.74,161.11,(1) Mon,0.01,0.12,(09) September,841,0,43.06,1536562800000,TP05
155,Noroxycodone,0.58,116.41,(2) Tue,0.0,0.08,(09) September,842,0,28.74,1536649200000,TP05
156,Noroxycodone,0.96,99.78,(3) Wed,0.0,0.07,(09) September,843,0,26.43,1536735600000,TP05
157,Noroxycodone,17.41,153.9,(4) Thu,0.01,0.12,(09) September,844,0,41.42,1536822000000,TP05
158,Noroxycodone,24.16,166.29,(5) Fri,0.02,0.11,(09) September,845,0,40.88,1536908400000,TP05
159,Noroxycodone,11.56,93.31,(6) Sat,0.01,0.04,(09) September,846,0,14.96,1536994800000,TP05
160,Noroxycodone,28.37,67.37,(7) Sun,0.01,0.03,(09) September,847,0,10.04,1537081200000,TP05
161,Codeine,46.07,242.41,(1) Mon,0.03,0.18,(09) September,848,0,64.78,1536562800000,TP05
162,Codeine,27.44,207.62,(2) Tue,0.02,0.14,(09) September,849,7,51.25,1536649200000,TP05
163,Codeine,31.83,245.23,(3) Wed,0.02,0.18,(09) September,850,0,64.97,1536735600000,TP05
164,Codeine,41.75,492.23,(4) Thu,0.03,0.37,(09) September,851,0,132.48,1536822000000,TP05
165,Codeine,12.39,405.37,(5) Fri,0.01,0.28,(09) September,852,0,99.66,1536908400000,TP05
166,Codeine,19.0,85.97,(6) Sat,0.01,0.04,(09) September,853,0,13.78,1536994800000,TP05
167,Codeine,8.27,112.34,(7) Sun,0.0,0.05,(09) September,854,0,16.74,1537081200000,TP05
168,Fentanyl,-9999.99,-9999.99,(1) Mon,-9999.99,-9999.99,(09) September,855,-10000,-9999.99,1536562800000,TP05
169,Fentanyl,0.28,5.91,(2) Tue,0.0,0.0,(09) September,856,0,1.46,1536649200000,TP05
170,Fentanyl,-9999.99,-9999.99,(3) Wed,-9999.99,-9999.99,(09) September,857,-10000,-9999.99,1536735600000,TP05
171,Fentanyl,-9999.99,-9999.99,(4) Thu,-9999.99,-9999.99,(09) September,858,-10000,-9999.99,1536822000000,TP05
172,Fentanyl,-9999.99,-9999.99,(5) Fri,-9999.99,-9999.99,(09) September,859,-10000,-9999.99,1536908400000,TP05
173,Fentanyl,-9999.99,-9999.99,(6) Sat,-9999.99,-9999.99,(09) September,860,-10000,-9999.99,1536994800000,TP05
174,Fentanyl,-9999.99,-9999.99,(7) Sun,-9999.99,-9999.99,(09) September,861,-10000,-9999.99,1537081200000,TP05
175,Norfentanyl,0.5,14.85,(1) Mon,0.0,0.01,(09) September,862,0,3.97,1536562800000,TP05
176,Norfentanyl,0.28,5.79,(2) Tue,0.0,0.0,(09) September,863,0,1.43,1536649200000,TP05
177,Norfentanyl,0.77,5.62,(3) Wed,0.0,0.0,(09) September,864,0,1.49,1536735600000,TP05
178,Norfentanyl,0.4,13.18,(4) Thu,0.0,0.01,(09) September,865,0,3.55,1536822000000,TP05
179,Norfentanyl,1.25,12.21,(5) Fri,0.0,0.01,(09) September,866,0,3.0,1536908400000,TP05
180,Norfentanyl,0.33,10.07,(6) Sat,0.0,0.0,(09) September,867,0,1.61,1536994800000,TP05
181,Norfentanyl,7.61,12.39,(7) Sun,0.0,0.01,(09) September,868,0,1.85,1537081200000,TP05
182,Heroin,0.5,9.83,(1) Mon,0.0,0.01,(09) September,869,0,2.63,1536562800000,TP05
183,Heroin,-9999.99,-9999.99,(2) Tue,-9999.99,-9999.99,(09) September,870,-10000,-9999.99,1536649200000,TP05
184,Heroin,-9999.99,-9999.99,(3) Wed,-9999.99,-9999.99,(09) September,871,-10000,-9999.99,1536735600000,TP05
185,Heroin,-9999.99,-9999.99,(4) Thu,-9999.99,-9999.99,(09) September,872,-10000,-9999.99,1536822000000,TP05
186,Heroin,-9999.99,-9999.99,(5) Fri,-9999.99,-9999.99,(09) September,873,-10000,-9999.99,1536908400000,TP05
187,Heroin,-9999.99,-9999.99,(6) Sat,-9999.99,-9999.99,(09) September,874,-10000,-9999.99,1536994800000,TP05
188,Heroin,-9999.99,-9999.99,(7) Sun,-9999.99,-9999.99,(09) September,875,-10000,-9999.99,1537081200000,TP05
189,6-Acetylmorphine,-9999.99,-9999.99,(1) Mon,-9999.99,-9999.99,(09) September,876,-10000,-9999.99,1536562800000,TP05
190,6-Acetylmorphine,0.28,2.74,(2) Tue,0.0,0.0,(09) September,877,0,0.68,1536649200000,TP05
191,6-Acetylmorphine,16.33,32.32,(3) Wed,0.01,0.02,(09) September,878,0,8.56,1536735600000,TP05
192,6-Acetylmorphine,-9999.99,-9999.99,(4) Thu,-9999.99,-9999.99,(09) September,879,-10000,-9999.99,1536822000000,TP05
193,6-Acetylmorphine,-9999.99,-9999.99,(5) Fri,-9999.99,-9999.99,(09) September,880,-10000,-9999.99,1536908400000,TP05
194,6-Acetylmorphine,-9999.99,-9999.99,(6) Sat,-9999.99,-9999.99,(09) September,881,-10000,-9999.99,1536994800000,TP05
195,6-Acetylmorphine,44.03,53.09,(7) Sun,0.0,0.02,(09) September,882,0,7.91,1537081200000,TP05
196,Oxycodone,2.07,84.26,(1) Mon,0.0,0.06,(10) October,883,0,20.43,1538377200000,TP05
197,Oxycodone,0.09,37.99,(2) Tue,0.0,0.1,(10) October,884,0,34.86,1538463600000,TP05
198,Oxycodone,8.27,74.27,(3) Wed,0.01,0.09,(10) October,885,0,30.83,1538550000000,TP05
199,Oxycodone,1.34,56.84,(4) Thu,0.0,0.05,(10) October,886,0,16.94,1538636400000,TP05
200,Oxycodone,3.7,116.58,(5) Fri,0.0,0.09,(10) October,887,0,32.84,1538722800000,TP05
201,Oxycodone,4.04,222.12,(6) Sat,0.0,0.11,(10) October,888,0,39.42,1538809200000,TP05
202,Oxycodone,3.34,136.0,(7) Sun,0.0,0.06,(10) October,889,0,21.97,1538895600000,TP05
203,Noroxycodone,9.97,101.3,(1) Mon,0.01,0.07,(10) October,890,0,24.56,1538377200000,TP05
204,Noroxycodone,1.56,43.97,(2) Tue,0.0,0.11,(10) October,891,0,40.36,1538463600000,TP05
205,Noroxycodone,2.7,81.29,(3) Wed,0.0,0.09,(10) October,892,0,33.74,1538550000000,TP05
206,Noroxycodone,2.3,81.72,(4) Thu,0.0,0.07,(10) October,893,0,24.35,1538636400000,TP05
207,Noroxycodone,6.84,158.94,(5) Fri,0.01,0.13,(10) October,894,0,44.77,1538722800000,TP05
208,Noroxycodone,11.79,328.87,(6) Sat,0.01,0.16,(10) October,895,0,58.36,1538809200000,TP05
209,Noroxycodone,9.95,203.3,(7) Sun,0.0,0.09,(10) October,896,0,32.83,1538895600000,TP05
210,Codeine,0.04,128.08,(1) Mon,0.0,0.09,(10) October,897,0,31.05,1538377200000,TP05
211,Codeine,3.1,50.87,(2) Tue,0.01,0.13,(10) October,898,0,46.69,1538463600000,TP05
212,Codeine,28.92,98.43,(3) Wed,0.03,0.11,(10) October,899,0,40.86,1538550000000,TP05
213,Codeine,23.52,153.49,(4) Thu,0.02,0.13,(10) October,900,0,45.74,1538636400000,TP05
214,Codeine,5.26,103.59,(5) Fri,0.0,0.08,(10) October,901,0,29.18,1538722800000,TP05
215,Codeine,0.53,71.39,(6) Sat,0.0,0.04,(10) October,902,0,12.67,1538809200000,TP05
216,Codeine,17.43,165.68,(7) Sun,0.01,0.08,(10) October,903,0,26.76,1538895600000,TP05
217,Fentanyl,-9999.99,-9999.99,(1) Mon,-9999.99,-9999.99,(10) October,904,-10000,-9999.99,1538377200000,TP05
218,Fentanyl,-9999.99,-9999.99,(2) Tue,-9999.99,-9999.99,(10) October,905,-10000,-9999.99,1538463600000,TP05
219,Fentanyl,-9999.99,-9999.99,(3) Wed,-9999.99,-9999.99,(10) October,906,-10000,-9999.99,1538550000000,TP05
220,Fentanyl,-9999.99,-9999.99,(4) Thu,-9999.99,-9999.99,(10) October,907,-10000,-9999.99,1538636400000,TP05
221,Fentanyl,0.27,5.02,(5) Fri,0.0,0.0,(10) October,908,0,1.41,1538722800000,TP05
222,Fentanyl,0.19,3.86,(6) Sat,0.0,0.0,(10) October,909,0,0.68,1538809200000,TP05
223,Fentanyl,-9999.99,-9999.99,(7) Sun,-9999.99,-9999.99,(10) October,910,-10000,-9999.99,1538895600000,TP05
224,Norfentanyl,3.05,26.9,(1) Mon,0.0,0.02,(10) October,911,0,6.52,1538377200000,TP05
225,Norfentanyl,1.24,8.89,(2) Tue,0.0,0.02,(10) October,912,0,8.16,1538463600000,TP05
226,Norfentanyl,2.61,40.07,(3) Wed,0.0,0.05,(10) October,913,0,16.63,1538550000000,TP05
227,Norfentanyl,3.0,27.72,(4) Thu,0.0,0.02,(10) October,914,0,8.26,1538636400000,TP05
228,Norfentanyl,0.86,16.42,(5) Fri,0.0,0.01,(10) October,915,0,4.62,1538722800000,TP05
229,Norfentanyl,1.02,15.13,(6) Sat,0.0,0.01,(10) October,916,0,2.69,1538809200000,TP05
230,Norfentanyl,0.16,5.09,(7) Sun,0.0,0.0,(10) October,917,0,0.82,1538895600000,TP05
231,Heroin,-9999.99,-9999.99,(1) Mon,-9999.99,-9999.99,(10) October,918,-10000,-9999.99,1538377200000,TP05
232,Heroin,-9999.99,-9999.99,(2) Tue,-9999.99,-9999.99,(10) October,919,-10000,-9999.99,1538463600000,TP05
233,Heroin,-9999.99,-9999.99,(3) Wed,-9999.99,-9999.99,(10) October,920,-10000,-9999.99,1538550000000,TP05
